"actor","gender"
"苏醒","male"
"Susan Tse","female"
"Susan Tse Suet-Sum","female"
"謝雪心","female"
"谢雪心","female"
"Tanya Tate","female"
"Tom Judson","male"
"Tong Bing Yu","female"
"Tóng Bīngyù","female"
"童冰玉","female"
"Umeka Shōji","female"
"Vic Chou","male"
"Zhōu Yùmín","male"
"周渝民","male"
"王浩信","male"
"Vincent Wong","male"
"Wong4 Hou6 Seon3","male"
"Wáng Hàoxìn","male"
"Walter Latham","male"
"Wayne Chua","female"
"Cài Pèixuán","female"
"蔡佩璇","female"
"Yang Pei-An","male"
"Yang Pei-An - 楊培安 - 양페이안","male"
"杨培安","male"
"楊培安","male"
"Yasmin Lee","female"
"Aleska Diamond","female"
"Alice Miyuki","female"
"Ami Kikuchi","female"
"Angel Chiang","female"
"Jiǎng Jiāmín","female"
"Zoeng2 Gaa1 Man4","female"
"蒋家旻","female"
"蔣家旻","female"
"Anissa Kate","female"
"Anksa Kara","female"
"Anna Blomberg","female"
"Annica Smedius","female"
"Astrid Chan","female"
"Astrid Chi-ching Chan","female"
"Chén Zhǐjīng","female"
"陈芷菁","female"
"陳芷菁","female"
"Ayaka Yamashita","female"
"山下 亜矢香","female"
"Ayuri Konno","female"
"Betty Zhou","female"
"Zhōu Líng'ān","female"
"周玲安","female"
"Bonnie Rotten","female"
"Brandy Aniston","female"
"Brian Tse","male"
"謝東閔","male"
"谢东闵","male"
"Xiè Dōngmǐn","male"
"Ze6 Dung1-man5","male"
"Britney Amber","female"
"Catalina","female"
"Chiharu Kitaoka","female"
"Christa Theret","female"
"Chu Ke-liang","male"
"Zhū Gēliàng","male"
"豬哥亮","male"
"Cilla Kung","female"
"樂瞳","female"
"Lè tóng","female"
"乐瞳","female"
"Dana al-Salem","female"
"Dani Daniels","female"
"Danny D","male"
"Danny Wylde","male"
"Debbie Goh","female"
"吴天瑜","female"
"Derek Tsang","male"
"Dominique Hourani","female"
"Dylan Ryan","female"
"Elena Berkova","female"
"Erica Fontes","female"
"Evan Prodromou","male"
"Fernando Muylaert","male"
"Godfrey Gao","male"
"Gāo Yǐxiáng","male"
"Hiro Nakajima","female"
"Hiro Nakashima","female"
"Isidor Torkar","male"
"Jennifer Veal","female"
"Judy Minx","female"
"Julia Channel","female"
"Katie Sheridan","female"
"Kenji Ohba","male"
"大葉健二","male"
"Kiki Vidis","female"
"Lan Cheng-lung","male"
"Lan Cheng Long","male"
"Lán Zhènglóng","male"
"蓝正龙","male"
"藍正龍","male"
"Lily Carter","female"
"Lini Evans","female"
"伊韻絲","female"
"Mai Hirano","female"
"Malin Berghagen","female"
"Mana Sakura","female"
"Mao Di","male"
"Mao Di/Modi","male"
"Máo Dì","male"
"毛弟","male"
"May Ling Su","female"
"Mayu Gamō","female"
"Mayu Nozomi","female"
"Michelle Chia","female"
"Xiè Yùnyí","female"
"Ze6 Wan6 Ji4","female"
"謝韻儀","female"
"谢韵仪","female"
"Mike Adriano","male"
"Misti Dawn","female"
"Miyuki Ono","female"
"Nako Mizusawa","female"
"Nick Chou","male"
"Zhōu Tāngháo","male"
"周湯豪","male"
"Oscar Leung","male"
"Leung Lit Wai","male"
"Líang Lìe Wéi","male"
"梁烈唯","male"
"Presley Hart","female"
"Prince Yahshua","male"
"Priya Anjali Rai","female"
"Ramez Galal","male"
"Ramez galal","male"
"Riley Reid","female"
"Riria","female"
"Riria Kojima","female"
"Romeo Tan","male"
"Chén Luómìōu","male"
"陈罗密欧","male"
"Ryo Hitomi","female"
"Ryo Ryusei","male"
"Ryutarou Akimoto","male"
"Shogo Yamaguchi","male"
"Shōfukutei Tsurube II","male"
"Tsurube Shofukutei","male"
"Skin Diamond","female"
"Subaru Kimura","male"
"Tasha Reign","female"
"Tim Holmes","male"
"Ulla Skoog","female"
"Veronica Avluv","female"
"Vincent Ng","male"
"Wēng Qīnghǎi","male"
"翁清海","male"
"Vittoria Risi","female"
"Huang Qi Ming","male"
"Huáng Qǐmíng","male"
"黃啟銘","male"
"黄启铭","male"
"William San","male"
"San1 Wai5 Lim4","male"
"Xīn Wěi Lián","male"
"辛伟廉","male"
"辛偉廉","male"
"Wiska","female"
"Yuka Ōtsubo","female"
"Yuko Takayama","female"
"Yumi Uchiyama","female"
"Yuri Yamaoka","female"
"Yūki Kaneko","female"
"Akiko Nishina","female"
"Akira Watase","female"
"Alan Mak","male"
"André Clavé","male"
"Angela Clarke","female"
"Annabelle Dowler","female"
"Arty Ash","male"
"Aya Ishizu","female"
"Barrie Gosney","male"
"Bernard Gallagher","male"
"Bill Ward","male"
"Björn Granath","male"
"Bob Chinn","male"
"Brasse Brännström","male"
"Cecilia Vega","female"
"Colette Ripert","female"
"Collette Ripert","female"
"Figge Norling","male"
"Folke Sundquist","male"
"Frank Atkinson","male"
"Frank Petley","male"
"Georges Pitoëff","male"
"Holger Löwenadler","male"
"Hozumi Gōda","male"
"Huang Biren","female"
"Huáng Bìrén","female"
"黃碧仁","female"
"黄碧仁","female"
"Ian Barritt","male"
"Ingvar Kjellson","male"
"Jinny Ng","female"
"吳若希","female"
"吴若希","female"
"Joan Kemp-Welch","female"
"John Bryans","male"
"John Nightingale","male"
"John Ramm","male"
"Karl-Arne Holmsten","male"
"Klara Luchko","female"
"Kuriko Namino","female"
"Kyōhei Shibata","male"
"Lily Ho","female"
"Ho4 Ngou6 Yi4","female"
"Hé Ào Er","female"
"Linda Armstrong","female"
"Liu Hua","male"
"Liǘ Huà","male"
"刘桦","male"
"劉樺","male"
"Ludde Gentzel","male"
"Marnix Kappers","male"
"Mie Kitahara","female"
"Nicolas Bedos","male"
"Noémie Lvovsky","female"
"Pascale Petit","female"
"Per Morberg","male"
"Philip Middlemiss","male"
"Roger Alborough","male"
"Ruby Miller","female"
"Sacha Pitoëff","male"
"Shefali Chowdhury","female"
"Shun Sugata","male"
"Shyla Jennings","female"
"Sia Berkeley","female"
"Stephanie McLean","female"
"Sun Feifei","female"
"Sūn Fēifēi","female"
"孙菲菲","female"
"孫菲菲","female"
"Tanveer Ghani","male"
"Tatsuo Matsumura","male"
"Terry Walsh","male"
"Tim Matthews","male"
"Tsunehiko Watase","male"
"Valery Mezhlauk","male"
"Victor Brooks","male"
"Wu Jing","female"
"Wú Jìng","female"
"Wu Qian","female"
"Yun Wang","male"
"Yuan Hong","male"
"Yuán Hóng","male"
"袁弘","male"
"Zhang Jin","male"
"Zhāng Jìn","male"
"Zoeng1 Zeon3","male"
"张晋","male"
"張晉","male"
"Yukiko Kobayashi","female"
"Andreas Wilson","male"
"Colin Blumenau","male"
"George Relph","male"
"Lilli Carati","female"
"Lorna Want","female"
"Alec Sabin","male"
"Angela Chang","female"
"Zhāng Shàohán","female"
"Arisa Andō","female"
"Ariyon Bakare","male"
"Asahi Kurizuka","male"
"Bernard Natan","male"
"Chen Chien-chou","male"
"""Blackie"" Chen Chien-chou","male"
"Chén Jiànzhōu","male"
"Brian Grellis","male"
"Clare Clifford","female"
"Clive Morton","male"
"Colin Spaull","male"
"Crawford Logan","male"
"Dan Cunningham","male"
"Daniela Amavia","female"
"David C. Copley","male"
"Dean Harris","male"
"Edmund Pegge","male"
"Eiji Kanie","male"
"Elizabeth Cassidy","female"
"Emmanuelle Boidron","female"
"Eric Wan","male"
"Wan5 Tin1-ziu3","male"
"Yǐn Tiānzhào","male"
"尹天照","male"
"Eva Fontaine","female"
"Hiroshi Ōtake","male"
"Ian Collier","male"
"Jack Galloway","male"
"Janet Henfrey","female"
"Jason Hawke","male"
"Jean-Pierre Lorit","male"
"Jennifer Stewart","female"
"Jiang Qinqin","female"
"蒋勤勤","female"
"Jiǎng Qínqín","female"
"蔣勤勤","female"
"Jim McManus","male"
"Joan Rice","female"
"Joe Chen","female"
"Chen Qiao En","female"
"Can Kiu Jan","female"
"陈乔恩","female"
"陳喬恩","female"
"Johnni Black","female"
"Jon Glover","male"
"Jon Laurimore","male"
"Julian Firth","male"
"June Bland","female"
"June Page","female"
"Kaoru Yachigusa","female"
"Konami Yoshida","female"
"Kristina Wayborn","female"
"Kōhei Miyauchi","male"
"Lawrence Chou","male"
"周俊偉","male"
"Leila Tong","female"
"tang2 ning2","female"
"tong4 ning4","female"
"唐宁","female"
"唐寧","female"
"Lois Baxter","female"
"Madeleine Renaud","female"
"Mari Mashiba","female"
"Maria Spiridaki","female"
"Maria Spyridaki","female"
"Mary Kerridge","female"
"Masashi Mikami","male"
"Michelle Newell","female"
"Mick Ford","male"
"Mioko Fujiwara","female"
"Nicole Sheridan","female"
"Peter Penry-Jones","male"
"Prue Clarke","female"
"Rachel Davies","female"
"Ralph Arliss","male"
"Ran Ito","female"
"Richard Divizio","male"
"Richard Lintern","male"
"Robin Langford","male"
"Ronny Jhutti","male"
"Roy Herrick","male"
"Sanji Hase","male"
"Sarah Lam","female"
"Setsuji Satō","male"
"Sonija Kwok","female"
"郭羨妮","female"
"Guō Xiànnī","female"
"Kwok Sin Nei","female"
"Steve Drake","male"
"Stéphane Cornicard","male"
"Sydnee Steele","female"
"Tericka Dye","female"
"Rikki Anderson","female"
"Tilde Fröling","female"
"Tony Scoggo","male"
"Wade Nichols","male"
"Nezumi","male"
"Yuuki Matsuda","male"
"Adriana Chechik","female"
"Atsumi Tanezaki","female"
"Haruka Terui","female"
"Huang Bo","male"
"Huáng Bó","male"
"黄渤","male"
"Kendra Lust","female"
"Moussa Maaskri","male"
"Raymond Francis","male"
"Yui Hatano","female"
"Yūto Uemura","male"
"Roy North","male"
"Alexander Devoe","male"
"Alexander DeVoe","male"
"Bai Guang","female"
"Bái Guāng","female"
"baak6 gwong1","female"
"白光","female"
"Bai Hong","female"
"baak6 hung4","female"
"bai2 hong2","female"
"白虹","female"
"Bridget Turner","female"
"Bryan Leung","male"
"Leong4 Gaa1 Jan4","male"
"Liáng Jiārēn","male"
"梁家仁","male"
"Chen Xiaoxu","female"
"Chén Xiǎoxù","female"
"陈晓旭","female"
"陳曉旭","female"
"Clare-Hope Ashitey","female"
"Courtney Phillips","male"
"Dudley Foster","male"
"Eric Mason","male"
"Fridolf Rhudin","male"
"Gong Qiuxia","female"
"gong1 qiu1 xia2","female"
"gung1 cau1 haa4","female"
"龔秋霞","female"
"龚秋霞","female"
"Gordon Lam","male"
"Lín Jiādòng","male"
"lam4 ga1 dung6","male"
"Hayley Carmichael","female"
"Helen Noble","female"
"Henry Thia","male"
"Chéng Xùhuī","male"
"程旭輝","male"
"程旭辉","male"
"Hikari Tachibana","female"
"Ian Paul Cassidy","male"
"Jack Purvis","male"
"Jamie Borthwick","male"
"Joe Jacobs","male"
"John T. Bone","male"
"Kathy Chow","female"
"周海媚","female"
"Zaau1 Hoi2 Mei6","female"
"Zhōu Hǎimèi","female"
"Keiko Suzuki","female"
"Kenneth Ma","male"
"Maa5 Gwok3 Ming4","male"
"Mǎ Guómíng","male"
"Lorraine Hilton","female"
"Martin Savage","male"
"Miki Satō","female"
"Monica Chan","female"
"陈法蓉","female"
"陳法蓉","female"
"Nicky Ladanowski","female"
"Oliver Boot","male"
"Pip Torrens","male"
"Raul Cristian","male"
"Raul Cristian Sararu","male"
"Richard Caldicot","male"
"Richard Ng","male"
"Ng4 Yiu6-hon3","male"
"Wú Yàohàn","male"
"吳耀漢","male"
"吴耀汉","male"
"Sami Frey","male"
"Sasha Gabor","male"
"Sigurd Wallén","male"
"Simon Quarterman","male"
"Stella Madden","female"
"Stephen Hancock","male"
"Tony Marshall","male"
"Wu Yingyin","female"
"ng4 ang 1 jam1","female"
"wu2 ying1 yin1","female"
"吳鶯音","female"
"吴莺音","female"
"Ya Chang","male"
"You Yong","male"
"Jau4 Jung5","male"
"Yóu Yǒng","male"
"尤勇","male"
"Anna Jean Ayres","female"
"Gunilla Nyroos","female"
"Joan Morgan","female"
"Long Dong Silver","male"
"Madeleine Robinson","female"
"Barbara Doll","female"
"Barbara Laage","female"
"Firmine Richard","female"
"Firmine Jacob","female"
"Henri Nassiet","male"
"Hu Die","female"
"Butterfly Wu","female"
"Hú Dié","female"
"胡蝶","female"
"Håkan Serner","male"
"Ivy Close","female"
"Jack Trevor","male"
"Li Lili","female"
"Lí Lìlì","female"
"黎莉莉","female"
"Marthe Mercadier","female"
"Maud Hansson","female"
"Pierre Michael","male"
"Qin Yi","female"
"Qín Yí","female"
"秦怡","female"
"Rafael Edholm","male"
"Roberta Gemma","female"
"Sayuri Hara","female"
"原 紗友里","female"
"Amanda Royle","female"
"Andrew Langtree","male"
"Andrew McNair","male"
"Angelina Armani","female"
"Anna Anka","female"
"Belle Chrystall","female"
"Carrie Ng","female"
"Ng4 Gaa1lai6","female"
"Wú Jiālǐ","female"
"吳家麗","female"
"吴家丽","female"
"Claude Nollier","female"
"Cora Miao","female"
"Dave Carter","male"
"Deborah Cornelius","female"
"Derek Mio","male"
"Elizabeth Wallace","female"
"Hao Lei","female"
"Hǎo Lěi","female"
"Jack Kao","male"
"高捷","male"
"Janice Man","female"
"ManWing-saan","female"
"Wén Yǒngshān","female"
"文咏珊","female"
"文詠珊","female"
"Joanna Storm","female"
"Kelly Holland","female"
"Kris Deedigan","male"
"Kyōko Kazama","female"
"Lene Lai","female"
"Lai Lin En","female"
"賴琳恩","female"
"Lesley Wareing","female"
"Li Lingyu","female"
"Lǐ Língyù","female"
"李玲玉","female"
"Margaret Cabourn-Smith","female"
"Mayu Asada","female"
"Megumi Makihara","female"
"Mili Jay","female"
"Monica Dolan","female"
"Motoko Sasaki","female"
"Nakamura Nakazo I","male"
"Natasha Gray","female"
"Nicholas Phipps","male"
"Pan Lingling","female"
"Pān Línglíng","female"
"潘玲玲","female"
"Philip Bowen","male"
"Roger Rowland","male"
"Ronald Ward","male"
"Sally-Jane Spencer","female"
"Sandy Dempsey","female"
"Sandy Montenegro Littlefield","female"
"Stafford Gordon","male"
"Suzanne McBain","female"
"Tom Chatto","male"
"Valentine Nonyela","male"
"Xiao Man","female"
"Wang Cheng Yen","female"
"王淑萱/王婧乔/王承嫣","female"
"王淑萱/王婧喬/王承嫣","female"
"Richard Mathews","male"
"Rie Yamaguchi","female"
"山口 理恵","female"
"Dave O'Toole","male"
"Dominique Davray","female"
"Jean-Marie Winling","male"
"Vicki Carpenter","female"
"Amy Chan","female"
"Amy Chan Sau-man","female"
"Can4 Sau3-man4","female"
"Chén Xiùwén","female"
"Andy Hockley","male"
"Ben Yeo","male"
"Yáng Zhìlóng","male"
"杨志龙","male"
"楊志龍","male"
"Carl-Åke Eriksson","male"
"Cavin Soh","male"
"Sū Zhīchéng","male"
"苏梽诚","male"
"蘇智誠","male"
"Constance Song","female"
"Sòng Yífēi","female"
"宋怡霏","female"
"Darren Lim","male"
"Lín Mínglún","male"
"林明伦","male"
"林明倫","male"
"Darryl Yong","male"
"Yáng Zǐwén","male"
"杨子文","male"
"Eliza Sam","female"
"岑麗香","female"
"Cén Lìxiāng","female"
"sam4 lai6 hoeng1","female"
"岑丽香","female"
"Evelyn Tan","female"
"陈毓芸","female"
"Fan Hung-hsuan","male"
"Faan6 Hung4 Hin1","male"
"Fàn Hóng Xuān","male"
"范鴻軒","male"
"范鸿轩","male"
"Florence Tan","female"
"Chén Xiùlì","female"
"陈秀丽","female"
"陳秀麗","female"
"George McCluskey","male"
"Isabelle Mergault","female"
"Jeff Wang","male"
"Wáng Jiànfù","male"
"王建复","male"
"Jerry Yeo","male"
"Yáng Wěiliè","male"
"杨伟烈","male"
"楊偉烈","male"
"Jonas Karlström","male"
"Julian Chagrin","male"
"Kei Yamamoto","male"
"Kerry Berry Brogan","female"
"Kǎiruì","female"
"凯瑞","female"
"Kōji Ishizaka","male"
"Makoto Yuki","female"
"Moo Yan Yee","female"
"Wū Ēnyí","female"
"mou4 jan1 ji4","female"
"巫恩仪","female"
"巫恩儀","female"
"Nadine Marshall","female"
"Nick Shen","male"
"Shěn Wěijùn","male"
"沈炜竣","male"
"沈煒竣","male"
"Nikita Ramsey","female"
"Pamelyn Chee","female"
"Qǐ Fēi","female"
"齊騛","female"
"齐騛","female"
"Paola Dionisotti","female"
"Paulette Noizeux","female"
"Sora Ma","female"
"Mǎ Yìxuān","female"
"馬藝瑄","female"
"马艺瑄","female"
"Stella Chung","female"
"Stella Chung and Nick chung","female"
"Zhōng Xiǎoyù","female"
"鍾曉玉","female"
"钟晓玉","female"
"Thomas Ong","male"
"Wáng Tiáncái","male"
"王沺裁","male"
"Tiffany Leong","female"
"Liāng Lìfāng","female"
"loeng4 lai6 fong1","female"
"梁丽芳","female"
"Tore Svennberg","male"
"Yan Bingliang","male"
"Yán Bǐngliàng","male"
"严丙量","male"
"嚴丙量","male"
"Yang Libing","female"
"Yáng Lìbīng","female"
"杨莉冰","female"
"楊莉冰","female"
"Zen Chong","male"
"Zhāng Zhèngxiáng","male"
"章证翔","male"
"Zhang Zhenhuan","male"
"Zhang Zhen Huan","male"
"Zhāng Zhènhuán","male"
"张振寰","male"
"Abel Jacquin","male"
"Angela Down","female"
"Bernard Lancret","male"
"Brendon Miller","male"
"Chad Alva","male"
"Cornell John","male"
"Denise Legeay","female"
"Douglas Fielding","male"
"Earl Rhodes","male"
"Hiroki Gotō","male"
"Jean Marchat","male"
"Jean Worms","male"
"Jirō Dan","male"
"Liv Mjönes","female"
"Lucile Saint-Simon","female"
"Marie Déa","female"
"Morgan Andersson","male"
"Olive Mercer","female"
"Peter Sproule","male"
"Ricky Harun","male"
"Sally Bazely","female"
"Tania Fédor","female"
"Thérèse McMurray","female"
"Yang Lihua","female"
"Yang Li-hua","female"
"Yáng Lìhuā","female"
"杨丽花","female"
"楊麗花","female"
"Évelyne Grandjean","female"
"Dag Malmberg","male"
"Adam Hawkes","male"
"Billy Lau","male"
"Billy Lau Nam-Kwong","male"
"Lóu Nánguāng","male"
"樓南光","male"
"Bryden Murdoch","male"
"Caressa Savage","female"
"Chieko Aioi","female"
"Claes Månsson","male"
"Deborah Makepeace","female"
"Elly Akira","female"
"Eri Miyajima","female"
"Eva Lin","transgender female"
"Gaynor Hodgson","female"
"Harry Macqueen","male"
"Helena Gloag","female"
"Hiroki Hasegawa","male"
"Hung Sin-nui","female"
"紅線女","female"
"Jayden Yuan","male"
"Yuánxiǎochāo","male"
"袁晓超","male"
"袁曉超","male"
"Jessie Rogers","female"
"Jiang Xin","female"
"蒋欣","female"
"蔣欣","female"
"Kerstin Granlund","female"
"Mark Spiegler","male"
"Michelle Chen","female"
"Can4 Jin4-hei1","female"
"Chén Yánxī","female"
"Michelle Chen Yan Xi","female"
"Mio Takaki","female"
"Pierre Gérald","male"
"Steve Cadro","male"
"Stig Grybe","male"
"Åsa Bjerkerot","female"
"Alec Knight","male"
"Bruno Salomone","male"
"Charles Granval","male"
"CoCo Brown","female"
"Coco Brown","female"
"Marcelle Tassencourt","female"
"Mario Morán","male"
"Minami Tanaka","female"
"Raymond Girard","male"
"Yuka Aisaka","female"
"Yūka Aisaka","female"
"Alexis Texas","female"
"Amy Dalby","female"
"Amy Fisher","female"
"Angel","female"
"Anna Nova","female"
"Ana Nova","female"
"Bosco Wong","male"
"黃宗澤","male"
"Huáng Zōngzé","male"
"Wong4 Zung1 Zaak6","male"
"黄宗泽","male"
"C.M. Hallard","male"
"Christine Dolce","female"
"Corinne Alphen","female"
"Cynthia Koh","female"
"Xǔ Měizhēn","female"
"許美珍","female"
"许美珍","female"
"Daniel Boulanger","male"
"Dasmond Koh","male"
"Xǔ Zhènróng","male"
"許振榮","male"
"许振荣","male"
"David Niven, Jr.","male"
"Dawson Millward","male"
"Dolly Buster","female"
"Edward Peel","male"
"Frankie Lam","male"
"Lam Man Lung","male"
"Lin Wen Long","male"
"林文龍","male"
"林文龙","male"
"Gary Raymond","male"
"Gauge","female"
"George Lam","male"
"George Lam Chi Cheung","male"
"Lín Zǐxiáng","male"
"lam4 zi2 coeng4","male"
"林子祥","male"
"Gillian Blake","female"
"Hebe Tien","female"
"Hebe Tien Fu-Chen","female"
"Tián Fùzhēn","female"
"Houston","female"
"John Holmes","male"
"John C. Holmes","male"
"John Leslie","male"
"John Welsh","male"
"John Welch (Welsh)","male"
"Jonathan Putra","male"
"Karena Lam","female"
"林嘉欣","female"
"Koji Yamamoto","male"
"Kōji Yamamoto","male"
"Lam Ching-ying","male"
"Lam Ching Ying","male"
"Lam4 Zing3jing1","male"
"Lín Zhèngyĩng","male"
"林正英","male"
"Lisa Boyle","female"
"Mami Nomura","female"
"Mayumi Yamamoto","female"
"Michiko Nomura","female"
"Mirai Yamamoto","female"
"Nami Kurokawa","female"
"Nami Tsukamoto","female"
"Naomi","female"
"Naomi Russell","female"
"Naomi Hosokawa","female"
"Narcis Bosch","male"
"Nicolas Bataille","male"
"Peter North","male"
"Pierre Boulanger","male"
"Polly Emery","female"
"Polly Ward","female"
"Raymond Lam","male"
"林峯","male"
"Lam4 Fung1","male"
"Raymond Wong","male"
"Raymond Wong Ho-yin","male"
"黃浩然","male"
"Huáng Hàorán","male"
"Wong4 Hou6-Jin4","male"
"黄浩然","male"
"Rio Suzuki","female"
"Robin Irvine","male"
"Sam Smith","male"
"Sammi Cheng","female"
"Zhèng Xiùwén","female"
"zeng6 sau3 man4","female"
"Saori Yamamoto","female"
"Saya Misaki","female"
"Saya Takagi","female"
"Saya Yūki","female"
"Shingo Yamashiro","male"
"Sophie Blake","female"
"Sunny Leone","female"
"Susan Wayland","female"
"Tiger Tyson","male"
"Tony Leung Ka-fai","male"
"Liáng Jiāhuī","male"
"Loeng4 Gaa1fai1","male"
"梁家輝","male"
"梁家辉","male"
"Ui Miyazaki","female"
"Viviane Ventura","female"
"Walter Tennyson","male"
"Yuka Nomura","female"
"Yuriko Yamamoto","female"
"Yūji Mikimoto","male"
"Annabel Chong","female"
