"writer"
"Eleni Ourani"
"Alkis Thrylos"
"Eliezer ben Joel HaLevi"
"Elisabeth Hauptmann"
"Elizabeth Connell"
"Elizabeth Sarnoff"
"Ellen Wood"
"Ellenor Fenn"
"Elsie J. Oxenham"
"Elsie Jeanette Dunkerley"
"Emily Nasrallah"
"Emily Abi Rached Nasrallah"
"Emma Tatham"
"Enrique Gómez Carrillo"
"Eric Kimmel"
"Eric A. Kimmel"
"Ernest Bernbaum"
"Ernesto Sabato"
"Ernst Eckstein"
"Ernst Orvil"
"Eugen Gottlob Winkler"
"Eva Maler"
"Evan S. Connell"
"Evie Wyld"
"F. Gwynplaine MacIntyre"
"Fanny Carrión de Fierro"
"Frances O'Roark Dowell"
"Frédéric Beigbeder"
"Fujiwara no Toshiyuki"
"Gad Saad"
"Gary Myers"
"Geneive Abdo"
"George Dodd"
"George Gissing"
"George Hubbard Blakeslee"
"George Leite"
"George Packer"
"Georges Jean-Aubry"
"Georgy Fedotov"
"Gerbert de Montreuil"
"Gerhard Bronner"
"Gerhart Hauptmann"
"Giambattista Gelli"
"Giovanni Battista Cavalcaselle"
"Giuseppe Lanza"
"Gloria Whelan"
"Gonzague Truc"
"Gordon Sherman Haight"
"Grigor Parlichev"
"Grigor Stavrev Parlichev"
"Guillermo Cabrera Infante"
"Gwenaëlle Aubry"
"Gwyn Thomas"
"Hal Higdon"
"Harry Peyton Steger"
"Harry Shapiro"
"Hasegawa Nyozekan"
"Heda Margolius Kovály"
"Heinrich Gottfried von Bretschneider"
"Hendrik Conscience"
"Henry Clay Vedder"
"Henry G. Brinton"
"Henry Manners Chichester"
"Henry Taylor"
"Henry Treece"
"Hew Dalrymple"
"Hew Strachan"
"Sir Hew Strachan"
"Hugh Blair Grigsby"
"Hugh McMillan"
"Ian Ross"
"Ilarion Ohienko"
"Ivan Ohienko"
"(Metropolitan Ilarion)"
"Ineko Sata"
"Ingrid Noll"
"Iraj Janatie Ataie"
"Iraj Mirza"
"J. Gwyn Griffiths"
"J. McCullough"
"Jack Dunphy"
"Jack Thorne"
"Jacquetta Hawkes"
"Jagjit Singh"
"Jaine Fenn"
"Jakob Immanuel Pyra"
"James Barr"
"James Duff"
"James Keeley"
"James L. Cate"
"James Sallis"
"James Warner Bellah"
"Jamie Doran"
"Jane Gallop"
"Jed Buchwald"
"Jennet Conant"
"Jennifer Ouellette"
"Jeremy Jackson"
"John Barton"
"John Blackburn"
"John Bowers"
"John Collier"
"John Drummond"
"John Drummond, 15th Baron Strange"
"John Figueroa"
"John Hampson"
"John Kass"
"John Lockwood Kipling"
"John Michell"
"John Oakes"
"John Tatham"
"John Tripp"
"Jonathan Berkey"
"Joseph Brodsky"
"José da Silva Coelho"
"Julie Campbell Tatham"
"Kalki Krishnamurthy"
"R. Krishnamoorthy"
"Abdullayev, Kamal Mehdi"
"Kamal Abdullayev"
"Karl von Bruhn"
"Kate Ascher"
"Kazumasa Hirai"
"Kevin Sullivan"
"Khawar Rizvi"
"Kjell Askildsen"
"Kjell Aukrust"
"Kjell Eriksson"
"Kjell Fjørtoft"
"Kjell Hallbing"
"Kjell Westö"
"Kristin Valla"
"Käte Bosse-Griffiths"
"Lawrence O'Toole"
"Lee Oser"
"Leonard Thompson"
"Lillian Hoban"
"Lorna Lewis"
"Lou Silverstone"
"Louella Parsons"
"Louis Léger"
"Luisa Capetillo"
"László Németh"
"Németh László"
"M. A. Griffiths"
"Madhurantakam Rajaram"
"Manko"
"Manuel Maria Barbosa du Bocage"
"Manuel Maria Barbosa l'Hedois du Bocage"
"Margarete Böhme"
"Margarete Kollisch"
"Margery Kempe"
"Mario Benedetti"
"Marion Mainwaring"
"Marita Conlon-McKenna"
"Marita Liabø"
"Marjorie Flack"
"Marjorie Pickthall"
"Marjorie L.C. Pickthall"
"Mark Dery"
"Mark Kharitonov"
"Marshall Berman"
"Mary Eileen Ahern"
"Ahern, Mary Eileen"
"Mary Parker Follett"
"Mary Peters"
"Marya Mannes"
"Maurice Leblanc"
"Mavis Gallant"
"Max Friedländer"
"Maxine Chernoff"
"May Sarton"
"Medo Pucić"
"Melissa Boyle Mahle"
"Mermer Blakeslee"
"Merna Summers"
"Michael Arndt"
"Michael Billington"
"Michael Brodsky"
"Michael Byrne"
"Michael Colgan"
"Michael Harris"
"Michael Harrison"
"Michael King"
"Michael Klein"
"Michael Thomas"
"Michael Tierney"
"Michel Vinaver"
"Midge Gillies"
"Mikhail Zoshchenko"
"Milton A. Rothman"
"Minnie Louise Haskins"
"Mir Babar Ali Anis"
"Mir Babbar Ali Anis"
"Mitra Phukan"
"Mohsin Hamid"
"محسن حامد"
"Mordaunt Shairp"
"Mustansar Hussain Tarar"
"Naji al-Ali"
"Nancy Bogen"
"Nathaniel Mackey"
"Neil Smith"
"Newton Arvin"
"Niall Griffiths"
"Nicole Burdette"
"Nikola Milošević"
"Nina Selivanova"
"Nini Roll Anker"
"Odón Betanzos Palacios"
"Orhan Pamuk"
"Oswalt Kolle"
"Padraic Kenney"
"Pat Bullard"
"Patricia MacLachlan"
"Patrick Hume"
"Paul Grano"
"Paul Rogers"
"Paul Rohrbach"
"Paul Schneider"
"Pavel Ivanovich Melnikov"
"Peter Lustig"
"Peter Pohl"
"Philip F. Deaver"
"Philippe Wamba"
"Pierre Ouellette"
"Prem Chowdhry"
"Prem Kishore Patakha"
"Prem Parkash"
"Prem Shankar Jha"
"Qu Bo"
"Qu Yuan"
"R. D. Blackmore"
"Ravinder Randhawa"
"Ray Lawler"
"Raza Ali Abidi"
"رضا علی عابدی"
"Richard Burgin"
"Richard Weston Burgin"
"Richard Johnson"
"Richard K. Diran"
"Riel Nason"
"Robert Giraud"
"Robert McCloskey"
"Robert McCrum"
"Robert Wilson Lynd"
"Robin Kornman"
"Robin Williams"
"Robin Patricia Williams"
"Roland Everett Jayne"
"Rolf Dieter Brinkmann"
"Ross Lockridge, Jr."
"Roy Clarke"
"Ruth Rendell"
"(CBE)"
"The Baroness Rendell of Babergh"
"S. M. Lockridge"
"Sakuzō Yoshino"
"Sami Garam"
"Samuel R. Delany"
"Sandra Mackey"
"Sarah Monette"
"Sarah Smith"
"Sarah Winthrop Rishworth Smith"
"Scott Taylor"
"Seaman Jacobs"
"Selma Lagerlöf"
"Sem Benelli"
"Sheldon Brown"
"Simon Grahame"
"Siobhan Dowd"
"Skyler White"
"Solomon Abera"
"Stephan Dweck"
"Stephen Mertz"
"Stephen Reid"
"Stuart M. Kaminsky"
"Suli McCullough"
"Tales of the Unexpected"
"Tapi Dharma Rao"
"Thapi Dharma Rao"
"Tariq Ali"
"Ted Mann"
"Terry Ryan"
"Theodore Rosengarten"
"Thomas G. Bergin"
"Thomas Kibble Hervey"
"Thomas Osbert Mordaunt"
"Tom Blofeld"
"Tony Rothman"
"Toshiko Tamura"
"Traian Demetrescu"
"Traian Rafael Radu Demetrescu"
"Vaidehi"
"Vanna Bonta"
"Vasily Nemirovich-Danchenko"
"Vidya Niwas Mishra"
"Vidya Subramaniam"
"Viktoriya Tokareva"
"Vince Powell"
"Vinko Nikolić"
"Vito Nikolić"
"Vitomir ""Vito"" Nikolić"
"Vsevolod Krestovsky"
"Vyacheslav Ivanovich Ivanov"
"Vyasaraya Ballal"
"W. J. Gruffydd"
"Walter Sorrells"
"Wil Klass"
"Wilf K. Backhaus"
"Wilf K Backhaus"
"Willem Bilderdijk"
"William Craig"
"William Garner"
"William Jeffrey Prowse"
"Jeff Prowse"
"Wilson Follett"
"Winifred Hervey"
"Yann Queffélec"
"Zadie Smith"
"Zhang Ling"
"Aaron McGruder"
"Adele Schopenhauer"
"Adelina Gurrea"
"Adrian Butchart"
"Aelius Aristides"
"Aimée Sommerfelt"
"Aleksey Konstantinovich Tolstoy"
"Aleksey Nikolayevich Tolstoy"
"Alexander Afinogenov"
"Alexandre Jardin"
"Alexis Lichine"
"Alfred Ainger"
"Alfred Masson-Forestier"
"Allan Cameron"
"Allen Morris"
"Allen Covington Morris"
"Amjad Jaimoukha"
"Amjad M. Jaimoukha"
"Amrit Bhushan Dev Adhikari"
"Amy Plum"
"Andreas Leigh Aabel"
"Andrew Henderson"
"Andrew Martin"
"Andrew Young"
"André-Pierre Nouvion"
"Angela Slatter"
"Anka Grupińska"
"Anka Muhlstein"
"Anne Hampson"
"Anne Hollingsworth Wharton"
"Anne Spencer"
"Annette Lareau"
"Annette P. Lareau"
"Anni Blomqvist"
"Anthony Hill"
"Arnulfo Trejo"
"Arnulfo Duenes Trejo"
"Arthur Achleitner"
"Arthur T. Porter"
"Arthur Porter"
"Asghar Ali Engineer"
"Ashig Alasgar"
"Assia Djebar"
"Baldassare Castiglione"
"Barbara Robinson"
"Barthold Fles"
"Bernardino Zapponi"
"Bertus Aafjes"
"Bettina von Arnim"
"Biagio Marin"
"Bill Applebaum"
"Bill Birkett"
"Bob Fisher"
"Brander Matthews"
"James Brander Matthews"
"Brian Clark"
"Brian Selznick"
"Byron Darnton"
"Caio Domenico Gallo"
"Camille Paglia"
"Carlo Dossi"
"Carol Plum-Ucci"
"Charles Constance César Joseph Matthieu d'Agoult"
"Charles Keeping"
"Charles O'Conor"
"Charles O'Conor,"
"Charles Peterson"
"Cheryl Benard"
"Chester Himes"
"Chiaki Kawamata"
"Chris Allen"
"Chris Black"
"Chris Mitchell"
"Christa Wolf"
"Christian Bobin"
"Christine Pountney"
"Christopher B. Landon"
"Chrystine Brouillet"
"Conal Holmes O'Connell O'Riordan"
"Connie Willis"
"Constance Rosenblum"
"Constance Rourke"
"Corrina Wycoff"
"Cris Mazza"
"Cyril Aldred"
"César Aira"
"Dan Fitzsimons"
"Daniel Singer"
"Dardano Sacchetti"
"Darian Leader"
"David Daiches"
"David Díaz"
"David Lambkin"
"David McLellan"
"David Nevins"
"David Oliver Allen"
"David Paquet"
"David Rowbotham"
"David Wong"
"Deasún Breathnach"
"Debbie Macomber"
"Denis Thériault"
"Derek Ahonen"
"Dimitrije Đorđević"
"Dina Rabinovitch"
"Douglas Scott"
"Duncan Forbes"
"Dương Thu Hương"
"Duong Thu Huong"
"Edward M. Brecher"
"Edward Vernon Utterson"
"Edwin Charles Tubb"
"Elizabeth Bentley"
"Elizabeth Hamilton"
"Elizabeth Hardwick"
"Elizabeth Jane Howard"
"Elizabeth Yates"
"Elizabeth von Arnim"
"Emily Underdown"
"Emma Riedl"
"Emmanuel Aquin"
"Emmet Lavery"
"Emory Kristof"
"Ernest Matthew Mickler"
"Errol Trzebinski"
"Eugène Edine Pottier"
"Eve Titus"
"Fannie Heaslip Lea"
"Fannie Hurst"
"Fionnbar Callanan"
"Frances Wilson"
"Francis Allyn Olmsted"
"Francis Harvey"
"Francis Russell"
"Frank McMahon"
"Frank O'Connor"
"François-Marie Algoud"
"François-Marie Luzel"
"François Marie Luzel"
"François Sudre"
"Jean-François Sudre"
"Freda Ahenakew"
"Frid Ingulstad"
"Geert Mak"
"George Călinescu"
"George McWhirter"
"George Musser"
"George Sutherland"
"Georgy Adamovich"
"Gerry McNee"
"Gertrude Bloede"
"Giampietro Stocco"
"Gilbert Sorrentino"
"Giles Waterfield"
"Giles Adrian Waterfield"
"Gillian Baverstock"
"Gillian Galbraith"
"Giovanni Battista Bronzini"
"Giovanni della Casa"
"Gladys Lucy Adshead"
"Glenn Hauman"
"Gloria Barberi"
"Goreti Venkanna"
"Gregory Norman Bossert"
"Guillaume Desautels"
"Gustav Krist"
"Gustaw Przeczek"
"Gwendoline Butler"
"Gwendoline Williams Butler"
"Gwerful Mechain"
"Göran Greider"
"H. Warner Munn"
"Harold Warner Munn"
"Hajime Kawakami"
"Hal Erickson"
"Hannes Hólmsteinn Gissurarson"
"Harold Brighouse"
"Harry Grey"
"Harry Ralston"
"Harry Sidebottom"
"Harry Winkler"
"Henrique Abranches"
"Henry Giroux"
"Henry H. Neff"
"Herbert Bayard Swope"
"Herbert Escott Inman"
"Howard Shaw"
"Huguette Gaulin"
"Héctor Feliciano"
"Hector Feliciano"
"Ian Robinson"
"Ieuan Brydydd Hir"
"Igor Mandić"
"J. Walter Ruben"
"Jabbar Baghtcheban"
"Jacques-Henri Bernardin de Saint-Pierre"
"Jacques Le Goff"
"Jacques Rabelais"
"Jaime de Angulo"
"Jake Adelstein"
"James Bodell"
"James Gibb Stuart"
"James Jacobs"
"James Jessen Badal"
"James Mills"
"Jamie Linden"
"Jan Kubisz"
"Jean-Joseph Chapuis"
"Jean Armand Charlemagne"
"Jeffrey Bushell"
"Jeffry D. Wert"
"Jerry Belson"
"Jillian Becker"
"Joakim Vujić"
"Joan Hohl"
"Joan Maragall"
"Joan Maragall i Gorina"
"Joanne Bertin"
"John Altman"
"John Brooke"
"John Brooks Wheelwright"
"John Brosnan"
"John Raymond Brosnan"
"John Bryson"
"John Cairney"
"John Dixon"
"John F. Sweets"
"John Riordan"
"John S. Wilson"
"Jon Anderson"
"Jon Victor Anderson"
"Jon Blake"
"Jon de Burgh Miller"
"Jonas Jonasson"
"Jonathan Blum"
"Jonathan Wright"
"Josef Magnus Wehner"
"Joshua Corin"
"Joy Williams"
"Juan Boria"
"Junji Kinoshita"
"Kinoshita Junji"
"Jón Sveinbjørn Jónsson"
"K.D. Sethna"
"K. D. Sethna"
"Ka Vang"
"Katie MacAlister"
"Katja Lange-Müller"
"Katja Špur"
"Keitarō Arima"
"Keith Butler"
"Keith Taylor"
"Kenichi Yamakawa"
"Kenneth Yasuda"
"Kirsi Kunnas"
"Kurt Sonnenfeld"
"Lady Gwendolen Gascoyne-Cecil"
"Laurence Boldt"
"Lee Siegel"
"Leo Politi"
"Leo Tolstoy"
"Li Dawei"
"LI Dawei (李大卫)"
"Li Qiang"
"Liviu Rebreanu"
"Lou Breslow"
"Louis Fles"
"Louise Colet"
"Lucius Varius Rufus"
"Achim von Arnim"
"Ludwig Achim von Arnim"
"Ludwig Hohl"
"Ludwig Thoma"
"Luiz Carlos Prates"
"Lynn Mamet"
"M. Ageyev"
"Mabel Leigh Hunt"
"Mak Dizdar"
"Mallika Chopra"
"Marco Paolini"
"Marguerite Bertsch"
"Marie Bloede"
"Mario Trejo"
"Mark Adlard"
"Mark Ford"
"Mark Ovenden"
"Marshall Terrill"
"Martin Andersen Nexø"
"Mary Carey, Lady Carey"
"Mary Cowden Clarke"
"Mary Elizabeth Counselman"
"Mary Hartwell Catherwood"
"Mary Howard"
"Mary Edgar Mussi"
"Mary O. Furner"
"Mary Rosenblum"
"Maryna and Serhiy Dyachenko ("
"Max Kruse"
"Maximilien Misson"
"Melissa Guillet"
"Melville D. Landon"
"Mibu no Tadami"
"Michael Aldred"
"Michael Alexander"
"Michael Black"
"Michael Hugo Black"
"Michael Collier"
"Michael Himes"
"Michael John Fles"
"Michael Karam"
"Michael Klare"
"Michael T. Klare"
"Michael R. Crider"
"Michael Rowbotham"
"Miloš Crnjanski"
"Mina Rosner"
"Mirshahin Agayev"
"Mirşahin Ağayev"
"Mirza Fatali Akhundov"
"Mirza Fatali Akhundzade"
"Mort Rosenblum"
"Mícheál Breathnach"
"Nanami Shiono"
"Shiono Nanami"
"Nancy Yi Fan"
"Naoko Hayashiba"
"Naoya Shiga"
"Nathaniel Benchley"
"Nettie Palmer"
"Janet Gertrude ""Nettie"" Palmer"
"Nigâr Hanım"
"Nikolaos Martis"
"Norman Bogner"
"Norman Hampson"
"Novella Carpenter"
"Nérée Beauchemin"
"Ocean Vuong"
"Ochirbatyn Dashbalbar"
"Oliver Stonor"
"Orestes Brownson"
"Paolo Buzzi"
"Patrick Kavanagh"
"Paul Hoffman"
"Paul J. Perrone"
"Paweł Kubisz"
"Peter Cunningham"
"Peter Dale"
"Peter May"
"Peter Novick"
"Peter Wells"
"Peter Wells (MNZM)"
"Plum Johnson"
"Raffaello Baldini"
"Ramchandra Shripad Jog"
"Rebecca Rand Kirshner"
"Rebecca Sinclair"
"Rebecca Rosenblum"
"Redmond A. Simonsen"
"Rehab Bassam"
"René Char"
"Reva Unterman"
"Reyna Grande"
"Richard Garrett"
"Richard Hall"
"Rick McGinnis"
"Rieko Nakagawa"
"Robert Alaine"
"Robert B. Weide"
"Robert Barr (writer)"
"Robert Barr"
"Robert Benayoun"
"Robert Benchley"
"Robert Crawford"
"Robert Darnton"
"Robert Dean Frisbie"
"Robert Ellsberg"
"Robert Farnon"
"Robert H. McNeal"
"Robert Hopkins"
"Robert O'Riordan"
"Ronald Lockley"
"Rumer Godden"
"Russell Brown"
"Rutka Laskier"
"קנט בראון"
"Salar Abdoh"
"Salvador Elizondo"
"Sam Swope"
"Sarah Fuller Flower Adams"
"Sarah Fuller Adams"
"Sarah Moore Grimké"
"Sarah Grimké"
"Shirley Conran"
"Shirley du Boulay"
"Sidney Royse Lysaght"
"Steinunn Sigurðardóttir"
"Stephanie Laurens"
"Stephen Collins"
"Stephen Karam"
"Steve Matchett"
"Steve Peters"
"Stuart Hill"
"Sun Li"
"Susan Strickler"
"Swati Kaushal"
"Tatsuko Hoshino"
"Teodor Keko"
"The Throne of Saturn: A Novel of Space and Politics"
"Rev. Thomas Connellan"
"Thomas Noel"
"Thomas Rickman"
"Thomas Tessier"
"Tim Cowlishaw"
"Tim Liardet"
"Toh Hsien Min"
"Tony Conran"
"Tony Thacker"
"Toyoko Yamasaki"
"Tucker Cawley"
"Ulf Nilsson"
"Valerio Varesi"
"Valery Babich"
"Valya Dudycz Lupescu"
"Vasily Shukshin"
"Victoire Léodile Béra"
"Victor Barbeau"
"Vijayalakshmi"
"Vijayalakshmi Navaneethakrishnan"
"Vincent Ferrini"
"Wiley W. Hilburn"
"Wilhelm Hauff"
"Wilhelm Przeczek"
"Will Scheffer"
"William Brandon"
"William Foulkes"
"William Perkins"
"William Slavens McNutt"
"William Stafford"
"Winston Churchill"
"Xavier Guichard"
"Yda Hillis Addis"
"Yishai Sarid"
"ישי שריד"
"Yrsa Sigurðardóttir"
"Yu Hua"
"Yury Nesterenko"
"Yuri Leonidovich Nesterenko"
"Юрий Леонидович Нестеренко"
"Yury Iosifovich Koval"
"Yutaka Haniya"
"Yutaka Mafune"
"Yves Beauchemin"
"Zee Edgell"
"Zelma I. Edgell"
"Zhang Ping"
"Zhang Wei"
"Zofia Nałkowska"
"Zofia Romer"
"Zong Pu"
"Aage Borchgrevink"
"Adrien Stoutenburg"
"Alberto de Lacerda"
"Alexander MacLeod"
"Alfred Williams"
"Anne Hendershott"
"Anne B. Hendershott"
"Antonia Pozzi"
"Arthur Stringer"
"Barbara Fister"
"Barbro Alving"
"Barbro Lindgren"
"Bernard Friedman"
"Bloeme Evers-Emden"
"Branislav Nušić"
"Brian Fogarty"
"Charles Barber"
"Charles Matthew Barber"
"Charles Mathes"
"Christian Christensen"
"Christoph Krehl"
"Curt Siodmak"
"David Adam"
"David Fleming"
"David Morley"
"Dhani Ram Chatrik"
"Dilys Cadwaladr"
"Donald J. Sobol"
"Dorothy Porter"
"Dragiša Vasić"
"Einion Offeiriad"
"Einion Wan"
"Einion ap Gwalchmai"
"Eirug Wyn"
"Elizabeth Harrison"
"Elizabeth Mary Fancourt Harrison"
"Eluned Phillips"
"Emma Richler"
"David Emrys Evans"
"Emyr Humphreys"
"Erol Günaydın"
"Erol Toy"
"Eva Strittmatter"
"Fay Kanin"
"Fiona Finlay"
"France Daigle"
"Gavril Stefanović Venclović"
"Gavrilo Stefanović Venclović"
"George Dickerson"
"George Lane"
"Giampaolo Rugarli"
"Giancarlo Bianchi"
"Gruffudd Gryg"
"Gruffudd Hiraethog"
"Gruffudd Llwyd"
"Gunilla Bergström"
"Gwilym Edwards"
"Gwilym R. Jones"
"Gwilym Rhyfel"
"Gwilym Tew"
"Gwilym ab Ieuan Hen"
"Gwynn ap Gwilym"
"Gösta Knutsson"
"Hans Dieter Aigner"
"Harold Stephens"
"Harry Thompson"
"Helen Blakeman"
"Hemant Joshi"
"Howard White"
"Hristo Botev"
"Христо Ботев"
"Hristo Smirnenski"
"Héctor Rojas Herazo"
"Ionel Teodoreanu"
"Iorwerth Beli"
"Iorwerth Peate"
"J. T. Lindroos"
"Jacob Richler"
"Jagadish Mohanty"
"James Fleming"
"James Hebblethwaite"
"James Holland"
"Jean-Denis Bredin"
"Jean-Marc Dalpé"
"Jennie Erdal"
"Jerry Bryant"
"Joel Rosenberg"
"John Alexander Porteous"
"John Cheever"
"John Cunliffe"
"John Gibbons"
"John Grady"
"John Rector"
"John Ryle"
"John R. Ryle"
"Jon Ingold"
"Jyrki Hämäläinen"
"Júlio Dantas"
"Jōji Kamio"
"Karel Teige"
"Karl Ichiro Akiya"
"Karoline Leach"
"Keith Baker"
"Kevin Kerr"
"Kieran Egan"
"Kjeld Abell"
"Kuno Meyer"
"Kurt Wimmer"
"Kurumi Inui"
"Kyōtarō Nishimura"
"Kåre Prytz"
"Laura Quilter"
"Lucius Cincius Alimentus"
"Marek Krajewski"
"Marente de Moor"
"Marente Moor"
"Marta Traba"
"Martha McCaughey"
"Mian Muhammad Bakhsh"
"Mian Muhammad Baksh"
"(میاں محمد بخش)"
"Michael Hardcastle"
"Michael Morton"
"Michael Sweet"
"Miodrag Perišić"
"Mohammad Rafiq"
"Naira Gelashvili"
"Nancy Lee"
"Nancy Richler"
"Nicos Nicolaides"
"Nicolas Nicolaides"
"Nishimura Shigeki"
"Nuala Ní Chonchúir"
"Nuala Woulfe"
"Otto Hammann"
"Paul Summers"
"Pavol Hudák"
"Peter Townend"
"Pieter Nuyts"
"Raffaele Cecco"
"Rich Blomquist"
"Richard O'Brien"
"Robert Lord"
"Robert Ruark"
"Robert Chester Ruark, Jr."
"Ruby Altizer Roberts"
"Sheila Walsh"
"Sheila Frances O'Nions Walsh"
"Shripad Mahadev Mate"
"Shripad Narayan Pendse"
"Siegfried van Praag"
"Siegfried Emanuel van Praag"
"Sima Milutinović Sarajlija"
"Simonetta Greggio"
"Stanley Chodorow"
"Sławomir Mrożek"
"T. Harri Jones"
"Teresa Gisbert Carbonell"
"Teresa Gisbert"
"Thomas Monroe"
"Thorvald Steen"
"Tom Epperson"
"Tripuraneni Ramaswamy"
"Tudur ap Gwyn Hagr"
"Ulla-Lena Lundberg"
"Vera Caspary"
"Vidosav Stevanović"
"Vladan Desnica"
"William Ambrose"
"William Grimes"
"William Templeton"
"Willy Oskar Dressler"
"Wolfgang Heinz"
"Yuichi Takai"
"Yuji Hayami"
"A. Edward Newton"
"Aaron Boulding"
"Abdul Halim Sharar"
"Abeer Hamza"
"Ailbhe Ní Ghearbhuigh"
"Aileen Fisher"
"Alan E. Nourse"
"Alan Whicker"
"Alan WhickerCBE"
"Albert A. Nofi"
"Albert Nofi"
"Alexander Frater"
"Aleš Debeljak"
"Aleš Šteger"
"Alfred Philpott"
"Alice Pung"
"Allerton C. Hickmott"
"Amy Wilentz"
"Anders Heger"
"Andrew Ezergailis"
"Andrew Wagner"
"Andrius Tapinas"
"Andrius Balys Tapinas"
"Andrée Chedid"
"Anna Ballbona i Puig"
"Anna Ballbona"
"Anne Burke"
"Antje Rávic Strubel"
"Anton Makarenko"
"Anton Semyonovich Makarenko"
"Arthur Swinson"
"Atanas Dalchev"
"Bert Greene"
"Beverly Carradine"
"Bhargavi Rao"
"Bhargavi Prabhanjan Rao"
"Boris Pahor"
"Brad Meltzer"
"Branko Radičević"
"Branko Ćopić"
"Brian Taylor"
"Carlos Gorostiza"
"Catherine Jones"
"Catherine Lace Jones"
"Catherine Walsh"
"Chad Hayes"
"Chanel Capra"
"Charles Newman"
"Charles Teeling"
"Cherith Baldry"
"Chris Flynn"
"Chris Roberts"
"Christopher Smart"
"Clara Jeffery"
"Cornelius Eady"
"D. C. H. Rieu"
"David Berry"
"David Gilbert"
"David Herlihy"
"David Hewson"
"David Shannon"
"Deborah Hautzig"
"Desmond Clarke"
"Diana Morgan"
"Mary Diana Morgan Barbour"
"Dinko Šimunović"
"Don Nigro"
"Edmond Richard"
"Edward Faragher"
"Efraín Huerta"
"Enrique González Rojo"
"Enrique González Rojo, Jr."
"Ernest Franklin Bozman"
"Esther Hautzig"
"Eugenio Batres Garcia"
"Eugenio Batres"
"Fady Joudah"
"Ferdinand Blumentritt"
"Ferdynand Antoni Ossendowski"
"Antoni Ferdynand Ossendowski"
"Fran Krsto Frankopan"
"Frank Owen"
"Franz Gehring"
"Frederick Swartwout Cozzens"
"Friedrich Georg Jünger"
"Fulvio Tomizza"
"George Forster"
"George Lippard"
"George Samuel Clason"
"Gina Cerminara"
"Ginette Mathiot"
"Goffredo Parise"
"Gordon Gahan"
"Gordon W. Gahan"
"Grégoire Bouillier"
"Hagop Baronian"
"Hallie Haglund"
"Hazel Townson"
"Henri-René Lenormand"
"Henry John Wale"
"Hermann Broch"
"Hilary Bradt"
"Hugh Edwards"
"I. Dragoslav"
"Ion Sumanariu Ivanciuc"
"Ion V. Ivaciuc"
"Ieuan ap Hywel Swrdwal"
"Inta Ezergailis"
"Isaac Sharpless"
"Ivan G. Istomin"
"Ivan Grigoriyevich Istomin"
"J. C. Greenburg"
"Jack Harte"
"James Gould Cozzens"
"James Heneghan"
"Ida Cook&William Everett Cook"
"James Leo Herlihy"
"James Napier"
"Jan Jones"
"Janice Rosemary Jones"
"Jean Hamon"
"Jean McGarry"
"Jeff Carlson"
"Jeremy Bates"
"Jerzy Ficowski"
"Jerzy Giedroyc"
"Jim Lippard"
"Jiří Wolker"
"Johan J. Jakobsen"
"John Angell"
"John Christgau"
"John Faulkner"
"John Hawkes"
"John Hulme"
"John Mack Faragher"
"John Mole"
"John R. Musick"
"John Volts"
"Jonathan Coleman"
"José Gorostiza"
"José Ortega Torres"
"Jože Pahor"
"Julio Jiménez Rueda"
"Kalbe Abid"
"Kathleen Faragher"
"Keith Johnson"
"Khawla Dunia"
"Laura Rothenberg"
"Laurence Leamer"
"Lee Wardlaw"
"Lettie Viljoen"
"Lewis Grizzard"
"Li Ang"
"Li Ang (李昂)"
"Louis Ferron"
"Lucy Gordon"
"Christine Sparks Fiorotto"
"Luigi Bartolini"
"Luis Cabrera"
"Luis Cabrera Lobato"
"M Jonathan Lee"
"Madeleine Ferron"
"Madhusudan Das"
"Madhusudan Rao"
"dinesh chourasiya"
"Maggie Helwig"
"Maitreyi Pushpa"
"Majda Koren"
"Malcolm Braly"
"Manuel Puig"
"Marc Rosenberg"
"Marcello Fabbri"
"Marco Marsan"
"Marcus Clarke"
"Margaret Scott"
"Margie Orford"
"Marilyn Yalom"
"Mario Luzi"
"Mark Altman"
"Martine Audet"
"Mary Durack"
"Mary U. Rothrock"
"Mary Utopia Rothrock"
"Matija Mažuranić"
"Matilda Joslyn Gage"
"Matthew Randazzo V"
"Matthew Schreuder"
"Meir Shalev"
"Melih Cevdet Anday"
"Melvyn P. Leffler"
"Meto Jovanovski"
"Michael Madhusudan Dutt"
"Michael Musto"
"Milovan Vidaković"
"Molly Elliot Seawell"
"Monteiro Lobato"
"Mridula Garg"
"Mykola Kulish"
"(Микола Гурович Куліш)"
"Nathaniel Rich"
"Nell McCafferty"
"Nello Rosselli"
"Sabatino ""Nello"" Rosselli"
"Nelly Arcan"
"Nelson Castro"
"Nenad Ivanković"
"Nigel Hamilton"
"Nigel Kneale"
"Oku Onuora"
"Oku Nagba Ozala Onuora"
"Olfert Dapper"
"Osamu Akimoto"
"Paddy Blanchfield"
"Panteleimon Kulish"
"Patricia Herlihy"
"Patrick Heron"
"Paul Alexander"
"Paul Hervieu"
"Paul Hiebert"
"Paul McKee"
"Paul Scott"
"Paul M. Scott"
"Peadar O'Donnell"
"Pedro Medina Avendaño"
"Philippe Jullian"
"Pyotr Yakubovich"
"Quincy Troupe"
"Ralph Wardlaw"
"Ravindra Kelekar"
"Ravindra Kumar"
"Ravindra Pinge"
"Renato Simoni"
"Renzo De Felice"
"Richard Humphreys"
"Richard Milner"
"Richard Sale"
